timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2023-01-14 18:00:00+00:00,XBTUSD,20757.5,20867.5,20775.0,20822.5,22,3200,20812.2609,200,15375567,0.15375567,3200.0
2023-01-14 17:00:00+00:00,XBTUSD,20794.0,20830.5,20757.5,20757.5,31,30600,20775.4218,300,147289442,1.4728944199999994,30600.0
2023-01-14 16:00:00+00:00,XBTUSD,20816.0,20798.5,20792.5,20794.0,9,6400,20794.5169,5000,30777395,0.30777395,6400.0
2023-01-14 15:00:00+00:00,XBTUSD,20879.5,21078.5,20757.5,20816.0,51,119200,20914.639,600,569936900,5.699369000000001,119200.0
2023-01-14 14:00:00+00:00,XBTUSD,20888.5,20899.5,20860.5,20879.5,16,2600,20878.9626,300,12452739,0.12452738999999999,2600.0
2023-01-14 13:00:00+00:00,XBTUSD,20667.0,20899.0,20610.0,20888.5,45,40300,20778.7458,100,193948454,1.9394845399999998,40300.0
2023-01-14 12:00:00+00:00,XBTUSD,20435.5,20674.5,20436.5,20667.0,22,38500,20562.3811,900,187235365,1.8723536499999998,38500.0
2023-01-14 11:00:00+00:00,XBTUSD,20433.5,20543.0,20357.0,20435.5,33,20300,20420.1653,100,99411605,0.99411605,20300.0
2023-01-14 10:00:00+00:00,XBTUSD,20943.5,20959.5,20425.5,20433.5,66,47400,20681.7533,600,229187687,2.2918768700000003,47400.0
2023-01-14 09:00:00+00:00,XBTUSD,20935.0,20943.5,20933.0,20943.5,14,7700,20936.5768,900,36777810,0.3677781000000001,7700.0
2023-01-14 08:00:00+00:00,XBTUSD,20949.0,20949.0,20935.0,20935.0,10,1000,20940.5226,100,4775438,0.047754380000000006,1000.0
2023-01-14 07:00:00+00:00,XBTUSD,20892.0,20949.0,20873.5,20949.0,7,800,20909.65,100,3825984,0.038259839999999996,800.0
2023-01-14 06:00:00+00:00,XBTUSD,20958.5,20948.5,20837.0,20892.0,16,6600,20891.7868,100,31591426,0.31591426,6600.0
2023-01-14 05:00:00+00:00,XBTUSD,20885.0,20990.0,20917.5,20958.5,49,7600,20958.7364,100,36261754,0.36261754,7600.0
2023-01-14 04:00:00+00:00,XBTUSD,20999.0,21000.5,20841.0,20885.0,32,6400,20928.6021,300,30580210,0.3058021,6400.0
2023-01-14 03:00:00+00:00,XBTUSD,20932.0,21000.5,20933.0,20999.0,24,2600,20979.4024,100,12393119,0.12393119000000001,2600.0
2023-01-14 02:00:00+00:00,XBTUSD,21024.0,21009.0,20687.0,20932.0,20,26900,20865.2398,100,128922581,1.2892258100000002,26900.0
2023-01-14 01:00:00+00:00,XBTUSD,19916.5,21467.5,19917.0,21024.0,262,2520900,21154.4849,200,11916624328,119.16624328,2520900.0
2023-01-14 00:00:00+00:00,XBTUSD,19863.0,19916.5,19829.5,19916.5,32,4700,19857.6997,100,23668402,0.23668402,4700.0
2023-01-13 23:00:00+00:00,XBTUSD,19827.0,19990.0,19821.5,19863.0,141,67800,19893.9256,100,340807617,3.40807617,67800.0
2023-01-13 22:00:00+00:00,XBTUSD,19395.0,19827.0,19374.5,19827.0,163,1104100,19648.4113,100,5619286908,56.19286908000001,1104100.0
2023-01-13 21:00:00+00:00,XBTUSD,19306.5,19395.0,19307.0,19395.0,85,288700,19368.8092,100,1490543573,14.905435730000002,288700.0
2023-01-13 20:00:00+00:00,XBTUSD,19279.0,19307.0,19280.0,19306.5,37,4000,19300.9207,400,20724430,0.20724429999999996,4000.0
2023-01-13 19:00:00+00:00,XBTUSD,19241.5,19334.0,19239.0,19279.0,125,34100,19280.4163,300,176863422,1.7686342199999998,34100.0
2023-01-13 18:00:00+00:00,XBTUSD,19165.5,19405.5,19150.0,19241.5,67,127200,19286.1055,1000,659543333,6.5954333300000005,127200.0
2023-01-13 17:00:00+00:00,XBTUSD,19230.5,19230.5,19149.5,19165.5,119,14500,19184.7995,100,75580735,0.7558073500000001,14500.0
2023-01-13 16:00:00+00:00,XBTUSD,19001.5,19230.5,19012.0,19230.5,90,319800,19124.4081,100,1672210105,16.722101050000006,319800.0
2023-01-13 15:00:00+00:00,XBTUSD,18889.5,19001.5,18889.5,19001.5,37,49200,18976.7724,17800,259264340,2.5926434,49200.0
2023-01-13 14:00:00+00:00,XBTUSD,18930.5,18930.5,18889.5,18889.5,19,178700,18911.7069,100,944918610,9.4491861,178700.0
2023-01-13 13:00:00+00:00,XBTUSD,18931.5,18938.5,18919.0,18930.5,16,7100,18925.7731,100,37514989,0.37514989,7100.0
2023-01-13 12:00:00+00:00,XBTUSD,18968.0,18970.0,18931.5,18931.5,31,11800,18958.8555,100,62240118,0.62240118,11800.0
2023-01-13 11:00:00+00:00,XBTUSD,18927.0,18968.0,18924.0,18968.0,39,170500,18927.3851,600,900812696,9.00812696,170500.0
2023-01-13 10:00:00+00:00,XBTUSD,18919.0,18927.0,18919.0,18927.0,8,2600,18922.6932,100,13740118,0.13740117999999998,2600.0
2023-01-13 09:00:00+00:00,XBTUSD,18919.0,18927.0,18919.0,18919.0,9,2600,18922.0845,500,13740564,0.13740564000000002,2600.0
2023-01-13 08:00:00+00:00,XBTUSD,18919.0,18927.0,18919.0,18919.0,7,800,18920.2229,100,4228287,0.04228287000000001,800.0
2023-01-13 07:00:00+00:00,XBTUSD,18919.0,18927.0,18919.0,18919.0,11,1700,18921.7623,100,8984379,0.08984378999999999,1700.0
2023-01-13 06:00:00+00:00,XBTUSD,18919.0,18924.5,18919.0,18919.0,7,2200,18919.7575,100,11628059,0.11628058999999998,2200.0
2023-01-13 05:00:00+00:00,XBTUSD,18919.5,18984.0,18919.0,18919.0,43,6500,18927.1701,100,34342182,0.34342182000000004,6500.0
2023-01-13 04:00:00+00:00,XBTUSD,18934.5,18934.5,18864.0,18919.5,23,40600,18916.0355,100,214632791,2.146327910000001,40600.0
2023-01-13 03:00:00+00:00,XBTUSD,18899.5,18942.0,18864.0,18934.5,9,1400,18922.4784,100,7398609,0.07398609,1400.0
2023-01-13 02:00:00+00:00,XBTUSD,18864.0,18916.0,18864.0,18899.5,16,4500,18886.5973,100,23826445,0.23826445000000004,4500.0
2023-01-13 01:00:00+00:00,XBTUSD,18912.0,18982.5,18864.0,18864.0,24,146500,18909.9546,800,774725670,7.7472566999999986,146500.0
2023-01-13 00:00:00+00:00,XBTUSD,18930.5,19003.0,18912.0,18912.0,14,4400,18936.0945,900,23236067,0.23236067,4400.0
2023-01-12 23:00:00+00:00,XBTUSD,18888.0,18967.5,18888.0,18930.5,7,1600,18899.5545,100,8465821,0.08465821000000001,1600.0
2023-01-12 22:00:00+00:00,XBTUSD,18968.0,19004.5,18888.0,18888.0,31,41800,18991.1881,2000,220102138,2.2010213800000007,41800.0
2023-01-12 21:00:00+00:00,XBTUSD,18925.5,18968.0,18891.5,18968.0,28,89400,18947.3245,200,471834444,4.718344439999999,89400.0
2023-01-12 20:00:00+00:00,XBTUSD,18820.5,18966.0,18874.0,18925.5,20,44000,18923.9107,100,232510173,2.3251017299999996,44000.0
2023-01-12 19:00:00+00:00,XBTUSD,18756.5,18951.5,18756.5,18820.5,142,231100,18870.5237,100,1224661335,12.246613350000002,231100.0
2023-01-12 18:00:00+00:00,XBTUSD,18092.0,18756.5,18090.5,18756.5,412,536400,18488.7311,100,2901230404,29.012304040000007,536400.0
2023-01-12 17:00:00+00:00,XBTUSD,18087.5,18140.0,18085.0,18092.0,47,11600,18109.8726,100,64053523,0.64053523,11600.0
2023-01-12 16:00:00+00:00,XBTUSD,18083.0,18140.0,18035.0,18087.5,111,41900,18067.794,500,231904353,2.3190435300000005,41900.0
2023-01-12 15:00:00+00:00,XBTUSD,18232.0,18340.5,18083.0,18083.0,171,384700,18182.5124,10200,2115770996,21.15770996,384700.0
2023-01-12 14:00:00+00:00,XBTUSD,18223.5,18232.0,18175.0,18232.0,212,194700,18194.4882,200,1070105059,10.701050589999998,194700.0
2023-01-12 13:00:00+00:00,XBTUSD,18207.5,18225.5,18188.0,18223.5,61,34100,18214.6045,100,187212602,1.87212602,34100.0
2023-01-12 12:00:00+00:00,XBTUSD,18213.0,18213.5,18202.5,18207.5,21,15000,18208.0378,100,82381291,0.82381291,15000.0
2023-01-12 11:00:00+00:00,XBTUSD,18210.5,18217.5,18208.5,18213.0,18,4100,18211.7185,100,22512984,0.22512983999999997,4100.0
2023-01-12 10:00:00+00:00,XBTUSD,18215.5,18216.0,18171.0,18210.5,42,56700,18199.157,200,311553260,3.1155326000000003,56700.0
2023-01-12 09:00:00+00:00,XBTUSD,18223.0,18222.5,18215.5,18215.5,14,9200,18219.2837,100,50496035,0.50496035,9200.0
2023-01-12 08:00:00+00:00,XBTUSD,18224.5,18224.5,18222.0,18223.0,105,11100,18223.2678,200,60911202,0.6091120200000001,11100.0
2023-01-12 07:00:00+00:00,XBTUSD,18225.0,18225.5,18224.5,18224.5,147,16400,18225.0613,100,89986053,0.8998605299999998,16400.0
2023-01-12 06:00:00+00:00,XBTUSD,18225.0,18240.5,18225.0,18225.0,89,31900,18225.5263,100,175029545,1.7502954499999996,31900.0
2023-01-12 05:00:00+00:00,XBTUSD,18225.0,18240.5,18225.0,18225.0,17,3100,18225.5263,100,17009141,0.17009141,3100.0
2023-01-12 04:00:00+00:00,XBTUSD,18232.0,18239.0,18225.0,18225.0,40,4000,18230.6764,100,21941051,0.21941051,4000.0
2023-01-12 03:00:00+00:00,XBTUSD,18235.0,18263.0,18231.5,18232.0,74,51300,18235.5966,100,281318038,2.8131803800000004,51300.0
2023-01-12 02:00:00+00:00,XBTUSD,18143.5,18277.0,18149.5,18235.0,117,39700,18179.3722,100,218379638,2.1837963799999995,39700.0
2023-01-12 01:00:00+00:00,XBTUSD,17917.5,18143.5,17912.0,18143.5,37,179000,18041.2278,36000,992172059,9.92172059,179000.0
2023-01-12 00:00:00+00:00,XBTUSD,17529.5,17923.5,17522.5,17917.5,106,205400,17720.7877,100,1159091510,11.5909151,205400.0
2023-01-11 23:00:00+00:00,XBTUSD,17512.0,17534.5,17518.0,17529.5,22,7300,17523.2007,700,41659080,0.4165908000000001,7300.0
2023-01-11 22:00:00+00:00,XBTUSD,17511.0,17518.5,17512.0,17512.0,5,600,17513.1655,100,3425994,0.03425994,600.0
2023-01-11 21:00:00+00:00,XBTUSD,17475.5,17580.5,17486.5,17511.0,27,35000,17523.9991,100,199726231,1.99726231,35000.0
2023-01-11 20:00:00+00:00,XBTUSD,17462.0,17475.5,17465.5,17475.5,8,18600,17475.1547,17200,106436837,1.06436837,18600.0
2023-01-11 19:00:00+00:00,XBTUSD,17384.5,17493.0,17430.0,17462.0,16,9700,17451.672,100,55582102,0.55582102,9700.0
2023-01-11 18:00:00+00:00,XBTUSD,17381.5,17478.5,17352.0,17384.5,69,65800,17405.3194,100,378045416,3.78045416,65800.0
2023-01-11 17:00:00+00:00,XBTUSD,17437.5,17456.5,17381.5,17381.5,130,14200,17383.5044,100,81686695,0.8168669499999998,14200.0
2023-01-11 16:00:00+00:00,XBTUSD,17477.0,17467.0,17381.5,17437.5,62,7700,17395.449,300,44264488,0.44264487999999996,7700.0
2023-01-11 15:00:00+00:00,XBTUSD,17504.0,17477.0,17376.0,17477.0,19,17800,17391.5766,1000,102348514,1.0234851400000002,17800.0
2023-01-11 14:00:00+00:00,XBTUSD,17421.0,17504.0,17377.0,17504.0,61,20900,17443.2397,2000,119817380,1.1981738,20900.0
2023-01-11 13:00:00+00:00,XBTUSD,17441.0,17449.5,17421.0,17421.0,75,11100,17440.228,100,63646047,0.63646047,11100.0
2023-01-11 12:00:00+00:00,XBTUSD,17445.0,17448.5,17434.5,17441.0,18,3600,17440.0455,200,20642165,0.20642164999999998,3600.0
2023-01-11 11:00:00+00:00,XBTUSD,17447.0,17448.5,17445.0,17445.0,19,2700,17446.8308,100,15475601,0.15475601,2700.0
2023-01-11 10:00:00+00:00,XBTUSD,17438.0,17448.5,17433.0,17447.0,37,4200,17441.323,200,24080749,0.24080748999999999,4200.0
2023-01-11 09:00:00+00:00,XBTUSD,17438.0,17438.0,17431.0,17438.0,7,800,17435.2108,200,4588423,0.04588422999999999,800.0
2023-01-11 08:00:00+00:00,XBTUSD,17421.0,17448.5,17419.5,17438.0,28,4100,17436.5788,100,23513789,0.23513789000000002,4100.0
2023-01-11 07:00:00+00:00,XBTUSD,17413.5,17422.0,17413.0,17421.0,32,3700,17418.5075,100,21241801,0.21241801,3700.0
2023-01-11 06:00:00+00:00,XBTUSD,17413.5,17422.0,17413.0,17413.5,12,3100,17413.715,200,17802083,0.17802083000000005,3100.0
2023-01-11 05:00:00+00:00,XBTUSD,17413.0,17421.5,17413.0,17413.5,35,3600,17416.9906,200,20669490,0.2066949,3600.0
2023-01-11 04:00:00+00:00,XBTUSD,17430.5,17448.5,17413.0,17413.0,63,7700,17423.4241,100,44193394,0.4419339400000002,7700.0
2023-01-11 03:00:00+00:00,XBTUSD,17448.5,17442.5,17430.5,17430.5,30,3700,17433.6302,100,21223358,0.21223358000000003,3700.0
2023-01-11 02:00:00+00:00,XBTUSD,17447.5,17449.5,17443.5,17448.5,38,4900,17447.2265,100,28084731,0.28084731,4900.0
2023-01-11 01:00:00+00:00,XBTUSD,17431.0,17447.5,17430.5,17447.5,36,5700,17445.0655,100,32674023,0.32674023,5700.0
2023-01-11 00:00:00+00:00,XBTUSD,17434.0,17433.5,17430.5,17431.0,6,1500,17431.0471,300,8605346,0.08605346,1500.0
2023-01-10 23:00:00+00:00,XBTUSD,17447.0,17450.0,17434.0,17434.0,18,2800,17445.7655,100,16049753,0.16049753000000003,2800.0
2023-01-10 22:00:00+00:00,XBTUSD,17433.5,17447.0,17433.0,17447.0,105,11400,17442.4791,100,65357786,0.65357786,11400.0
2023-01-10 21:00:00+00:00,XBTUSD,17409.0,17433.5,17409.0,17433.5,94,27000,17418.9626,100,155003515,1.5500351499999996,27000.0
2023-01-10 20:00:00+00:00,XBTUSD,17399.5,17409.0,17399.0,17409.0,92,10000,17406.7131,100,57449183,0.5744918299999999,10000.0
2023-01-10 19:00:00+00:00,XBTUSD,17295.5,17399.5,17295.0,17399.5,71,31200,17355.9887,100,179765315,1.79765315,31200.0
2023-01-10 18:00:00+00:00,XBTUSD,17288.5,17295.5,17288.5,17295.5,10,2400,17290.8072,100,13880218,0.13880218000000002,2400.0
2023-01-10 17:00:00+00:00,XBTUSD,17318.0,17315.0,17288.5,17288.5,19,4000,17292.2424,200,23131798,0.23131798,4000.0
2023-01-10 16:00:00+00:00,XBTUSD,17257.5,17348.5,17257.5,17318.0,84,73800,17287.9674,100,426886669,4.268866689999999,73800.0
2023-01-10 15:00:00+00:00,XBTUSD,17248.5,17270.5,17251.5,17257.5,50,11900,17253.546,100,68971367,0.68971367,11900.0
2023-01-10 14:00:00+00:00,XBTUSD,17242.5,17252.0,17242.5,17248.5,60,9300,17248.0109,100,53919267,0.53919267,9300.0
2023-01-10 13:00:00+00:00,XBTUSD,17236.0,17243.0,17236.0,17242.5,28,7700,17241.2604,100,44660315,0.4466031500000001,7700.0
2023-01-10 12:00:00+00:00,XBTUSD,17235.5,17238.5,17236.0,17236.0,9,1800,17236.4164,100,10443006,0.10443006,1800.0
2023-01-10 11:00:00+00:00,XBTUSD,17223.0,17270.5,17210.0,17235.5,30,27900,17226.7959,100,161957013,1.6195701299999998,27900.0
2023-01-10 10:00:00+00:00,XBTUSD,17242.0,17225.0,17223.0,17223.0,14,3600,17224.5408,100,20900422,0.20900422,3600.0
2023-01-10 09:00:00+00:00,XBTUSD,17212.5,17252.0,17213.0,17242.0,58,9100,17240.0714,100,52784094,0.52784094,9100.0
2023-01-10 08:00:00+00:00,XBTUSD,17203.0,17212.5,17204.5,17212.5,9,1100,17209.0974,100,6391969,0.06391969,1100.0
2023-01-10 07:00:00+00:00,XBTUSD,17237.5,17235.5,17203.0,17203.0,17,1800,17231.8424,200,10445790,0.10445789999999999,1800.0
2023-01-10 06:00:00+00:00,XBTUSD,17231.5,17238.5,17194.0,17237.5,22,3500,17229.9719,300,20313458,0.20313458,3500.0
2023-01-10 05:00:00+00:00,XBTUSD,17201.5,17231.5,17191.5,17231.5,55,9300,17198.5017,100,54074558,0.5407455800000001,9300.0
2023-01-10 04:00:00+00:00,XBTUSD,17191.5,17206.5,17191.5,17201.5,15,2100,17195.7808,100,12212317,0.12212317,2100.0
2023-01-10 03:00:00+00:00,XBTUSD,17213.5,17220.5,17191.5,17191.5,77,10500,17200.8387,400,61043585,0.61043585,10500.0
2023-01-10 02:00:00+00:00,XBTUSD,17222.0,17252.0,17163.0,17213.5,90,24200,17220.8627,100,140527348,1.40527348,24200.0
2023-01-10 01:00:00+00:00,XBTUSD,17226.5,17235.0,17148.0,17222.0,109,15300,17219.3504,100,88853576,0.88853576,15300.0
2023-01-10 00:00:00+00:00,XBTUSD,17250.0,17250.0,17226.5,17226.5,126,13400,17227.8643,100,77781090,0.7778109,13400.0
2023-01-09 23:00:00+00:00,XBTUSD,17250.0,17250.5,17250.0,17250.0,123,12300,17250.0341,100,71304313,0.71304313,12300.0
2023-01-09 22:00:00+00:00,XBTUSD,17293.0,17292.5,17250.0,17250.0,135,32800,17273.4245,100,189887349,1.8988734900000002,32800.0
2023-01-09 21:00:00+00:00,XBTUSD,17314.0,17314.5,17292.5,17293.0,137,39900,17301.5469,100,230615483,2.30615483,39900.0
2023-01-09 20:00:00+00:00,XBTUSD,17317.0,17332.5,17314.0,17314.0,40,5300,17317.0368,100,30605708,0.30605708,5300.0
2023-01-09 19:00:00+00:00,XBTUSD,17322.5,17347.5,17317.0,17317.0,95,23700,17332.5245,200,136737382,1.3673738199999999,23700.0
2023-01-09 18:00:00+00:00,XBTUSD,17296.0,17327.5,17293.0,17322.5,109,15200,17310.412,100,87808479,0.87808479,15200.0
2023-01-09 17:00:00+00:00,XBTUSD,17280.5,17296.0,17276.0,17296.0,110,27500,17287.3398,100,159076026,1.5907602599999997,27500.0
2023-01-09 16:00:00+00:00,XBTUSD,17252.0,17284.0,17252.0,17280.5,81,20500,17268.1449,200,118715844,1.1871584400000001,20500.0
2023-01-09 15:00:00+00:00,XBTUSD,17263.0,17265.5,17252.0,17252.0,106,12200,17260.753,100,70680680,0.7068068,12200.0
2023-01-09 14:00:00+00:00,XBTUSD,17252.0,17264.0,17252.0,17263.0,44,5600,17260.8424,100,32443381,0.3244338100000001,5600.0
2023-01-09 13:00:00+00:00,XBTUSD,17253.0,17253.5,17252.0,17252.0,14,4600,17253.04,100,26661991,0.26661991,4600.0
2023-01-09 12:00:00+00:00,XBTUSD,17251.5,17253.5,17251.5,17253.0,41,4200,17252.028,100,24344990,0.2434499,4200.0
2023-01-09 11:00:00+00:00,XBTUSD,17251.0,17252.0,17246.0,17251.5,35,3700,17251.6708,100,21447230,0.2144723,3700.0
